gene_name,gene_id,Transcript Flag,num_tss,num_tss_binned
KCTD3,ENSG00000136636.13,GENCODE Primary,1,1
KCTD3,ENSG00000136636.13,Protein Coding (contains an ORF),3,3
KCTD4,ENSG00000180332.7,GENCODE Basic,1,1
KCTD4,ENSG00000180332.7,GENCODE Comprehensive,1,1
KCTD4,ENSG00000180332.7,GENCODE Primary,1,1
KCTD4,ENSG00000180332.7,Protein Coding (contains an ORF),1,1
KCTD5,ENSG00000167977.9,GENCODE Basic,2,2
KCTD5,ENSG00000167977.9,GENCODE Comprehensive,5,5
KCTD5,ENSG00000167977.9,GENCODE Primary,1,1
KCTD5,ENSG00000167977.9,Protein Coding (contains an ORF),2,2
KCTD6,ENSG00000168301.13,GENCODE Basic,3,3
KCTD6,ENSG00000168301.13,GENCODE Comprehensive,6,6
KCTD6,ENSG00000168301.13,GENCODE Primary,2,2
KCTD6,ENSG00000168301.13,Protein Coding (contains an ORF),5,5
KCTD7,ENSG00000243335.10,GENCODE Basic,5,5
KCTD7,ENSG00000243335.10,GENCODE Comprehensive,10,10
KCTD7,ENSG00000243335.10,GENCODE Primary,4,4
KCTD7,ENSG00000243335.10,Protein Coding (contains an ORF),9,9
KCTD8,ENSG00000183783.7,GENCODE Basic,1,1
KCTD8,ENSG00000183783.7,GENCODE Comprehensive,2,2
KCTD8,ENSG00000183783.7,GENCODE Primary,1,1
KCTD8,ENSG00000183783.7,Protein Coding (contains an ORF),2,2
KCTD9,ENSG00000104756.17,GENCODE Basic,1,1
KCTD9,ENSG00000104756.17,GENCODE Comprehensive,11,>10
KCTD9,ENSG00000104756.17,GENCODE Primary,1,1
KCTD9,ENSG00000104756.17,Protein Coding (contains an ORF),1,1
KDELR1,ENSG00000105438.9,GENCODE Basic,2,2
KDELR1,ENSG00000105438.9,GENCODE Comprehensive,5,5
KDELR1,ENSG00000105438.9,GENCODE Primary,2,2
KDELR1,ENSG00000105438.9,Protein Coding (contains an ORF),3,3
KDELR2,ENSG00000136240.10,GENCODE Basic,2,2
KDELR2,ENSG00000136240.10,GENCODE Comprehensive,6,6
KDELR2,ENSG00000136240.10,GENCODE Primary,1,1
KDELR2,ENSG00000136240.10,Protein Coding (contains an ORF),2,2
KDELR3,ENSG00000100196.11,GENCODE Basic,2,2
KDELR3,ENSG00000100196.11,GENCODE Comprehensive,3,3
KDELR3,ENSG00000100196.11,GENCODE Primary,1,1
KDELR3,ENSG00000100196.11,Protein Coding (contains an ORF),2,2
KDF1,ENSG00000175707.10,GENCODE Basic,1,1
KDF1,ENSG00000175707.10,GENCODE Comprehensive,1,1
KDF1,ENSG00000175707.10,GENCODE Primary,1,1
KDF1,ENSG00000175707.10,Protein Coding (contains an ORF),1,1
KDM1A,ENSG00000004487.18,GENCODE Basic,3,3
KDM1A,ENSG00000004487.18,GENCODE Comprehensive,13,>10
KDM1A,ENSG00000004487.18,GENCODE Primary,3,3
KDM1A,ENSG00000004487.18,Protein Coding (contains an ORF),5,5
KDM1B,ENSG00000165097.16,GENCODE Basic,4,4
KDM1B,ENSG00000165097.16,GENCODE Comprehensive,5,5
KDM1B,ENSG00000165097.16,GENCODE Primary,3,3
KDM1B,ENSG00000165097.16,Protein Coding (contains an ORF),4,4
KDM2A,ENSG00000173120.15,GENCODE Basic,4,4
KDM2A,ENSG00000173120.15,GENCODE Comprehensive,15,>10
KDM2A,ENSG00000173120.15,GENCODE Primary,4,4
KDM2A,ENSG00000173120.15,Protein Coding (contains an ORF),4,4
KDM2B,ENSG00000089094.21,GENCODE Basic,8,8
KDM2B,ENSG00000089094.21,GENCODE Comprehensive,21,>10
KDM2B,ENSG00000089094.21,GENCODE Primary,6,6
KDM2B,ENSG00000089094.21,Protein Coding (contains an ORF),16,>10
KDM3A,ENSG00000115548.17,GENCODE Basic,3,3
KDM3A,ENSG00000115548.17,GENCODE Comprehensive,15,>10
KDM3A,ENSG00000115548.17,GENCODE Primary,2,2
KDM3A,ENSG00000115548.17,Protein Coding (contains an ORF),5,5
KDM3B,ENSG00000120733.15,GENCODE Basic,1,1
KDM3B,ENSG00000120733.15,GENCODE Comprehensive,8,8
KDM3B,ENSG00000120733.15,GENCODE Primary,1,1
KDM3B,ENSG00000120733.15,Protein Coding (contains an ORF),1,1
KDM4A,ENSG00000066135.13,GENCODE Basic,1,1
KDM4A,ENSG00000066135.13,GENCODE Comprehensive,5,5
KDM4A,ENSG00000066135.13,GENCODE Primary,1,1
KDM4A,ENSG00000066135.13,Protein Coding (contains an ORF),2,2
KDM4B,ENSG00000127663.16,GENCODE Basic,3,3
KDM4B,ENSG00000127663.16,GENCODE Comprehensive,11,>10
KDM4B,ENSG00000127663.16,GENCODE Primary,1,1
KDM4B,ENSG00000127663.16,Protein Coding (contains an ORF),5,5
KDM4C,ENSG00000107077.21,GENCODE Basic,6,6
KDM4C,ENSG00000107077.21,GENCODE Comprehensive,15,>10
KDM4C,ENSG00000107077.21,GENCODE Primary,1,1
KDM4C,ENSG00000107077.21,Protein Coding (contains an ORF),7,7
KDM4D,ENSG00000186280.7,GENCODE Basic,3,3
KDM4D,ENSG00000186280.7,GENCODE Comprehensive,3,3
KDM4D,ENSG00000186280.7,GENCODE Primary,2,2
KDM4D,ENSG00000186280.7,Protein Coding (contains an ORF),3,3
KDM4E,ENSG00000235268.2,GENCODE Basic,1,1
KDM4E,ENSG00000235268.2,GENCODE Comprehensive,1,1
KDM4E,ENSG00000235268.2,GENCODE Primary,1,1
KDM4E,ENSG00000235268.2,Protein Coding (contains an ORF),1,1
KDM4F,ENSG00000255855.4,GENCODE Basic,2,2
KDM4F,ENSG00000255855.4,GENCODE Comprehensive,2,2
KDM4F,ENSG00000255855.4,GENCODE Primary,2,2
KDM4F,ENSG00000255855.4,Protein Coding (contains an ORF),2,2
KDM5A,ENSG00000073614.13,GENCODE Basic,1,1
KDM5A,ENSG00000073614.13,GENCODE Comprehensive,11,>10
KDM5A,ENSG00000073614.13,GENCODE Primary,1,1
KDM5A,ENSG00000073614.13,Protein Coding (contains an ORF),5,5
KDM5B,ENSG00000117139.18,GENCODE Basic,7,7
KDM5B,ENSG00000117139.18,GENCODE Comprehensive,36,>10
KDM5B,ENSG00000117139.18,GENCODE Primary,7,7
KDM5B,ENSG00000117139.18,Protein Coding (contains an ORF),13,>10
KDM5C,ENSG00000126012.14,GENCODE Basic,7,7
KDM5C,ENSG00000126012.14,GENCODE Comprehensive,19,>10
KDM5C,ENSG00000126012.14,GENCODE Primary,3,3
KDM5C,ENSG00000126012.14,Protein Coding (contains an ORF),7,7
KDM5D,ENSG00000012817.16,GENCODE Basic,3,3
KDM5D,ENSG00000012817.16,GENCODE Comprehensive,10,10
KDM5D,ENSG00000012817.16,GENCODE Primary,1,1
KDM5D,ENSG00000012817.16,Protein Coding (contains an ORF),6,6
KDM6A,ENSG00000147050.18,GENCODE Basic,2,2
KDM6A,ENSG00000147050.18,GENCODE Comprehensive,16,>10
KDM6A,ENSG00000147050.18,GENCODE Primary,1,1
KDM6A,ENSG00000147050.18,Protein Coding (contains an ORF),3,3
KDM6B,ENSG00000132510.11,GENCODE Basic,2,2
KDM6B,ENSG00000132510.11,GENCODE Comprehensive,5,5
KDM6B,ENSG00000132510.11,GENCODE Primary,2,2
KDM6B,ENSG00000132510.11,Protein Coding (contains an ORF),3,3
KDM7A,ENSG00000006459.11,GENCODE Basic,1,1
KDM7A,ENSG00000006459.11,GENCODE Comprehensive,3,3
KDM7A,ENSG00000006459.11,GENCODE Primary,1,1
KDM7A,ENSG00000006459.11,Protein Coding (contains an ORF),1,1
KDM8,ENSG00000155666.12,GENCODE Basic,3,3
KDM8,ENSG00000155666.12,GENCODE Comprehensive,14,>10
KDM8,ENSG00000155666.12,GENCODE Primary,2,2
KDM8,ENSG00000155666.12,Protein Coding (contains an ORF),6,6
KDR,ENSG00000128052.10,GENCODE Basic,1,1
KDR,ENSG00000128052.10,GENCODE Comprehensive,4,4
KDR,ENSG00000128052.10,GENCODE Primary,1,1
KDR,ENSG00000128052.10,Protein Coding (contains an ORF),1,1
KDSR,ENSG00000119537.18,GENCODE Basic,3,3
KDSR,ENSG00000119537.18,GENCODE Comprehensive,11,>10
KDSR,ENSG00000119537.18,GENCODE Primary,2,2
KDSR,ENSG00000119537.18,Protein Coding (contains an ORF),3,3
KEAP1,ENSG00000079999.14,GENCODE Basic,2,2
KEAP1,ENSG00000079999.14,GENCODE Comprehensive,10,10
KEAP1,ENSG00000079999.14,GENCODE Primary,2,2
KEAP1,ENSG00000079999.14,Protein Coding (contains an ORF),6,6
KEL,ENSG00000197993.9,GENCODE Basic,1,1
KEL,ENSG00000197993.9,GENCODE Comprehensive,9,9
KEL,ENSG00000197993.9,GENCODE Primary,1,1
KEL,ENSG00000197993.9,Protein Coding (contains an ORF),3,3
KERA,ENSG00000139330.6,GENCODE Basic,1,1
KERA,ENSG00000139330.6,GENCODE Comprehensive,1,1
KERA,ENSG00000139330.6,GENCODE Primary,1,1
KERA,ENSG00000139330.6,Protein Coding (contains an ORF),1,1
KGD4,ENSG00000134056.12,GENCODE Basic,2,2
KGD4,ENSG00000134056.12,GENCODE Comprehensive,4,4
KGD4,ENSG00000134056.12,GENCODE Primary,2,2
KGD4,ENSG00000134056.12,Protein Coding (contains an ORF),2,2
KHDC1,ENSG00000135314.14,GENCODE Basic,2,2
KHDC1,ENSG00000135314.14,GENCODE Comprehensive,5,5
KHDC1,ENSG00000135314.14,GENCODE Primary,2,2
KHDC1,ENSG00000135314.14,Protein Coding (contains an ORF),3,3
KHDC1L,ENSG00000256980.5,GENCODE Basic,1,1
KHDC1L,ENSG00000256980.5,GENCODE Comprehensive,2,2
KHDC1L,ENSG00000256980.5,GENCODE Primary,1,1
KHDC1L,ENSG00000256980.5,Protein Coding (contains an ORF),1,1
KHDC3L,ENSG00000203908.4,GENCODE Basic,1,1
KHDC3L,ENSG00000203908.4,GENCODE Comprehensive,1,1
KHDC3L,ENSG00000203908.4,GENCODE Primary,1,1
KHDC3L,ENSG00000203908.4,Protein Coding (contains an ORF),1,1
KHDC4,ENSG00000132680.11,GENCODE Basic,3,3
KHDC4,ENSG00000132680.11,GENCODE Comprehensive,10,10
KHDC4,ENSG00000132680.11,GENCODE Primary,2,2
KHDC4,ENSG00000132680.11,Protein Coding (contains an ORF),3,3
KHDRBS1,ENSG00000121774.18,GENCODE Basic,2,2
KHDRBS1,ENSG00000121774.18,GENCODE Comprehensive,4,4
KHDRBS1,ENSG00000121774.18,GENCODE Primary,2,2
KHDRBS1,ENSG00000121774.18,Protein Coding (contains an ORF),2,2
KHDRBS2,ENSG00000112232.11,GENCODE Basic,1,1
KHDRBS2,ENSG00000112232.11,GENCODE Comprehensive,1,1
KHDRBS2,ENSG00000112232.11,GENCODE Primary,1,1
KHDRBS2,ENSG00000112232.11,Protein Coding (contains an ORF),1,1
KHDRBS3,ENSG00000131773.15,GENCODE Basic,2,2
KHDRBS3,ENSG00000131773.15,GENCODE Comprehensive,12,>10
KHDRBS3,ENSG00000131773.15,GENCODE Primary,1,1
KHDRBS3,ENSG00000131773.15,Protein Coding (contains an ORF),5,5
KHK,ENSG00000138030.14,GENCODE Basic,2,2
KHK,ENSG00000138030.14,GENCODE Comprehensive,5,5
KHK,ENSG00000138030.14,GENCODE Primary,1,1
KHK,ENSG00000138030.14,Protein Coding (contains an ORF),2,2
KHNYN,ENSG00000100441.10,GENCODE Basic,4,4
KHNYN,ENSG00000100441.10,GENCODE Comprehensive,6,6
KHNYN,ENSG00000100441.10,GENCODE Primary,2,2
KHNYN,ENSG00000100441.10,Protein Coding (contains an ORF),5,5
KHSRP,ENSG00000088247.19,GENCODE Basic,2,2
KHSRP,ENSG00000088247.19,GENCODE Comprehensive,12,>10
KHSRP,ENSG00000088247.19,GENCODE Primary,2,2
KHSRP,ENSG00000088247.19,Protein Coding (contains an ORF),9,9
KIAA0040,ENSG00000235750.10,GENCODE Basic,4,4
KIAA0040,ENSG00000235750.10,GENCODE Comprehensive,6,6
KIAA0040,ENSG00000235750.10,GENCODE Primary,3,3
KIAA0040,ENSG00000235750.10,Protein Coding (contains an ORF),4,4
KIAA0232,ENSG00000170871.12,GENCODE Basic,2,2
KIAA0232,ENSG00000170871.12,GENCODE Comprehensive,5,5
KIAA0232,ENSG00000170871.12,GENCODE Primary,2,2
KIAA0232,ENSG00000170871.12,Protein Coding (contains an ORF),3,3
KIAA0319,ENSG00000137261.15,GENCODE Basic,4,4
KIAA0319,ENSG00000137261.15,GENCODE Comprehensive,4,4
KIAA0319,ENSG00000137261.15,GENCODE Primary,4,4
KIAA0319,ENSG00000137261.15,Protein Coding (contains an ORF),4,4
KIAA0319L,ENSG00000142687.19,GENCODE Basic,7,7
KIAA0319L,ENSG00000142687.19,GENCODE Comprehensive,36,>10
KIAA0319L,ENSG00000142687.19,GENCODE Primary,4,4
KIAA0319L,ENSG00000142687.19,Protein Coding (contains an ORF),9,9
KIAA0408,ENSG00000189367.15,GENCODE Basic,1,1
KIAA0408,ENSG00000189367.15,GENCODE Comprehensive,5,5
KIAA0408,ENSG00000189367.15,GENCODE Primary,1,1
KIAA0408,ENSG00000189367.15,Protein Coding (contains an ORF),3,3
KIAA0513,ENSG00000135709.14,GENCODE Basic,4,4
KIAA0513,ENSG00000135709.14,GENCODE Comprehensive,6,6
KIAA0513,ENSG00000135709.14,GENCODE Primary,3,3
KIAA0513,ENSG00000135709.14,Protein Coding (contains an ORF),5,5
KIAA0586,ENSG00000100578.18,GENCODE Basic,7,7
KIAA0586,ENSG00000100578.18,GENCODE Comprehensive,24,>10
KIAA0586,ENSG00000100578.18,GENCODE Primary,5,5
KIAA0586,ENSG00000100578.18,Protein Coding (contains an ORF),11,>10
KIAA0753,ENSG00000198920.11,GENCODE Basic,1,1
KIAA0753,ENSG00000198920.11,GENCODE Comprehensive,9,9
KIAA0753,ENSG00000198920.11,GENCODE Primary,1,1
KIAA0753,ENSG00000198920.11,Protein Coding (contains an ORF),3,3
KIAA0825,ENSG00000185261.16,GENCODE Basic,3,3
KIAA0825,ENSG00000185261.16,GENCODE Comprehensive,4,4
KIAA0825,ENSG00000185261.16,GENCODE Primary,3,3
KIAA0825,ENSG00000185261.16,Protein Coding (contains an ORF),3,3
KIAA0930,ENSG00000100364.19,GENCODE Basic,5,5
KIAA0930,ENSG00000100364.19,GENCODE Comprehensive,16,>10
KIAA0930,ENSG00000100364.19,GENCODE Primary,1,1
KIAA0930,ENSG00000100364.19,Protein Coding (contains an ORF),8,8
KIAA1143,ENSG00000163807.6,GENCODE Basic,1,1
KIAA1143,ENSG00000163807.6,GENCODE Comprehensive,2,2
KIAA1143,ENSG00000163807.6,GENCODE Primary,1,1
KIAA1143,ENSG00000163807.6,Protein Coding (contains an ORF),1,1
KIAA1191,ENSG00000122203.15,GENCODE Basic,4,4
KIAA1191,ENSG00000122203.15,GENCODE Comprehensive,9,9
KIAA1191,ENSG00000122203.15,GENCODE Primary,4,4
KIAA1191,ENSG00000122203.15,Protein Coding (contains an ORF),6,6
KIAA1210,ENSG00000250423.3,GENCODE Basic,2,2
KIAA1210,ENSG00000250423.3,GENCODE Comprehensive,2,2
KIAA1210,ENSG00000250423.3,GENCODE Primary,1,1
KIAA1210,ENSG00000250423.3,Protein Coding (contains an ORF),2,2
KIAA1217,ENSG00000120549.19,GENCODE Basic,6,6
KIAA1217,ENSG00000120549.19,GENCODE Comprehensive,13,>10
KIAA1217,ENSG00000120549.19,GENCODE Primary,5,5
KIAA1217,ENSG00000120549.19,Protein Coding (contains an ORF),10,10
KIAA1328,ENSG00000150477.15,GENCODE Basic,5,5
KIAA1328,ENSG00000150477.15,GENCODE Comprehensive,12,>10
KIAA1328,ENSG00000150477.15,GENCODE Primary,3,3
KIAA1328,ENSG00000150477.15,Protein Coding (contains an ORF),7,7
KIAA1549,ENSG00000122778.10,GENCODE Basic,2,2
KIAA1549,ENSG00000122778.10,GENCODE Comprehensive,2,2
KIAA1549,ENSG00000122778.10,GENCODE Primary,2,2
KIAA1549,ENSG00000122778.10,Protein Coding (contains an ORF),2,2
KIAA1549L,ENSG00000110427.17,GENCODE Basic,3,3
KIAA1549L,ENSG00000110427.17,GENCODE Comprehensive,3,3
KIAA1549L,ENSG00000110427.17,GENCODE Primary,3,3
KIAA1549L,ENSG00000110427.17,Protein Coding (contains an ORF),3,3
KIAA1586,ENSG00000168116.15,GENCODE Basic,2,2
KIAA1586,ENSG00000168116.15,GENCODE Comprehensive,3,3
KIAA1586,ENSG00000168116.15,GENCODE Primary,2,2
KIAA1586,ENSG00000168116.15,Protein Coding (contains an ORF),2,2
KIAA1614,ENSG00000135835.13,GENCODE Basic,3,3
KIAA1614,ENSG00000135835.13,GENCODE Comprehensive,5,5
KIAA1614,ENSG00000135835.13,GENCODE Primary,3,3
KIAA1614,ENSG00000135835.13,Protein Coding (contains an ORF),4,4
KIAA1671,ENSG00000197077.14,GENCODE Basic,4,4
KIAA1671,ENSG00000197077.14,GENCODE Comprehensive,6,6
KIAA1671,ENSG00000197077.14,GENCODE Primary,3,3
KIAA1671,ENSG00000197077.14,Protein Coding (contains an ORF),4,4
KIAA1755,ENSG00000149633.12,GENCODE Basic,2,2
KIAA1755,ENSG00000149633.12,GENCODE Comprehensive,7,7
KIAA1755,ENSG00000149633.12,GENCODE Primary,2,2
KIAA1755,ENSG00000149633.12,Protein Coding (contains an ORF),4,4
KIAA1958,ENSG00000165185.15,GENCODE Basic,3,3
KIAA1958,ENSG00000165185.15,GENCODE Comprehensive,3,3
KIAA1958,ENSG00000165185.15,GENCODE Primary,2,2
KIAA1958,ENSG00000165185.15,Protein Coding (contains an ORF),3,3
KIAA2012,ENSG00000182329.14,GENCODE Basic,1,1
KIAA2012,ENSG00000182329.14,GENCODE Comprehensive,3,3
KIAA2012,ENSG00000182329.14,GENCODE Primary,1,1
KIAA2012,ENSG00000182329.14,Protein Coding (contains an ORF),2,2
KIAA2013,ENSG00000116685.17,GENCODE Basic,2,2
KIAA2013,ENSG00000116685.17,GENCODE Comprehensive,2,2
KIAA2013,ENSG00000116685.17,GENCODE Primary,2,2
KIAA2013,ENSG00000116685.17,Protein Coding (contains an ORF),2,2
KICS2,ENSG00000174206.13,GENCODE Basic,2,2
KICS2,ENSG00000174206.13,GENCODE Comprehensive,4,4
KICS2,ENSG00000174206.13,GENCODE Primary,2,2
KICS2,ENSG00000174206.13,Protein Coding (contains an ORF),2,2
KIDINS220,ENSG00000134313.17,GENCODE Basic,5,5
KIDINS220,ENSG00000134313.17,GENCODE Comprehensive,18,>10
KIDINS220,ENSG00000134313.17,GENCODE Primary,3,3
KIDINS220,ENSG00000134313.17,Protein Coding (contains an ORF),8,8
KIF11,ENSG00000138160.7,GENCODE Basic,3,3
KIF11,ENSG00000138160.7,GENCODE Comprehensive,3,3
KIF11,ENSG00000138160.7,GENCODE Primary,1,1
KIF11,ENSG00000138160.7,Protein Coding (contains an ORF),3,3
KIF12,ENSG00000136883.16,GENCODE Basic,1,1
KIF12,ENSG00000136883.16,GENCODE Comprehensive,8,8
KIF12,ENSG00000136883.16,GENCODE Primary,1,1
KIF12,ENSG00000136883.16,Protein Coding (contains an ORF),3,3
KIF13A,ENSG00000137177.20,GENCODE Basic,5,5
KIF13A,ENSG00000137177.20,GENCODE Comprehensive,12,>10
KIF13A,ENSG00000137177.20,GENCODE Primary,2,2
KIF13A,ENSG00000137177.20,Protein Coding (contains an ORF),8,8
KIF13B,ENSG00000197892.13,GENCODE Basic,2,2
KIF13B,ENSG00000197892.13,GENCODE Comprehensive,6,6
KIF13B,ENSG00000197892.13,GENCODE Primary,2,2
KIF13B,ENSG00000197892.13,Protein Coding (contains an ORF),3,3
KIF14,ENSG00000118193.12,GENCODE Basic,2,2
KIF14,ENSG00000118193.12,GENCODE Comprehensive,2,2
KIF14,ENSG00000118193.12,GENCODE Primary,2,2
KIF14,ENSG00000118193.12,Protein Coding (contains an ORF),2,2
KIF15,ENSG00000163808.17,GENCODE Basic,2,2
KIF15,ENSG00000163808.17,GENCODE Comprehensive,7,7
KIF15,ENSG00000163808.17,GENCODE Primary,1,1
KIF15,ENSG00000163808.17,Protein Coding (contains an ORF),3,3
KIF16B,ENSG00000089177.20,GENCODE Basic,4,4
KIF16B,ENSG00000089177.20,GENCODE Comprehensive,5,5
KIF16B,ENSG00000089177.20,GENCODE Primary,3,3
KIF16B,ENSG00000089177.20,Protein Coding (contains an ORF),5,5
KIF17,ENSG00000117245.13,GENCODE Basic,3,3
KIF17,ENSG00000117245.13,GENCODE Comprehensive,9,9
KIF17,ENSG00000117245.13,GENCODE Primary,2,2
KIF17,ENSG00000117245.13,Protein Coding (contains an ORF),3,3
KIF18A,ENSG00000121621.7,GENCODE Basic,1,1
KIF18A,ENSG00000121621.7,GENCODE Comprehensive,4,4
KIF18A,ENSG00000121621.7,GENCODE Primary,1,1
KIF18A,ENSG00000121621.7,Protein Coding (contains an ORF),1,1
KIF18B,ENSG00000186185.14,GENCODE Basic,3,3
KIF18B,ENSG00000186185.14,GENCODE Comprehensive,4,4
KIF18B,ENSG00000186185.14,GENCODE Primary,3,3
KIF18B,ENSG00000186185.14,Protein Coding (contains an ORF),3,3
KIF19,ENSG00000196169.15,GENCODE Basic,1,1
KIF19,ENSG00000196169.15,GENCODE Comprehensive,5,5
KIF19,ENSG00000196169.15,GENCODE Primary,1,1
KIF19,ENSG00000196169.15,Protein Coding (contains an ORF),2,2
KIF1A,ENSG00000130294.18,GENCODE Basic,12,>10
KIF1A,ENSG00000130294.18,GENCODE Comprehensive,36,>10
KIF1A,ENSG00000130294.18,GENCODE Primary,4,4
KIF1A,ENSG00000130294.18,Protein Coding (contains an ORF),16,>10
KIF1B,ENSG00000054523.20,GENCODE Basic,7,7
KIF1B,ENSG00000054523.20,GENCODE Comprehensive,14,>10
KIF1B,ENSG00000054523.20,GENCODE Primary,3,3
KIF1B,ENSG00000054523.20,Protein Coding (contains an ORF),8,8
KIF1C,ENSG00000129250.12,GENCODE Basic,1,1
KIF1C,ENSG00000129250.12,GENCODE Comprehensive,4,4
KIF1C,ENSG00000129250.12,GENCODE Primary,1,1
KIF1C,ENSG00000129250.12,Protein Coding (contains an ORF),2,2
KIF20A,ENSG00000112984.12,GENCODE Basic,2,2
KIF20A,ENSG00000112984.12,GENCODE Comprehensive,7,7
KIF20A,ENSG00000112984.12,GENCODE Primary,2,2
KIF20A,ENSG00000112984.12,Protein Coding (contains an ORF),4,4
KIF20B,ENSG00000138182.15,GENCODE Basic,2,2
KIF20B,ENSG00000138182.15,GENCODE Comprehensive,4,4
KIF20B,ENSG00000138182.15,GENCODE Primary,1,1
KIF20B,ENSG00000138182.15,Protein Coding (contains an ORF),3,3
KIF21A,ENSG00000139116.19,GENCODE Basic,4,4
KIF21A,ENSG00000139116.19,GENCODE Comprehensive,14,>10
KIF21A,ENSG00000139116.19,GENCODE Primary,4,4
KIF21A,ENSG00000139116.19,Protein Coding (contains an ORF),9,9
KIF21B,ENSG00000116852.15,GENCODE Basic,3,3
KIF21B,ENSG00000116852.15,GENCODE Comprehensive,4,4
KIF21B,ENSG00000116852.15,GENCODE Primary,2,2
KIF21B,ENSG00000116852.15,Protein Coding (contains an ORF),3,3
KIF22,ENSG00000079616.14,GENCODE Basic,6,6
KIF22,ENSG00000079616.14,GENCODE Comprehensive,24,>10
KIF22,ENSG00000079616.14,GENCODE Primary,2,2
KIF22,ENSG00000079616.14,Protein Coding (contains an ORF),7,7
KIF23,ENSG00000137807.16,GENCODE Basic,5,5
KIF23,ENSG00000137807.16,GENCODE Comprehensive,14,>10
KIF23,ENSG00000137807.16,GENCODE Primary,4,4
KIF23,ENSG00000137807.16,Protein Coding (contains an ORF),5,5
KIF24,ENSG00000186638.17,GENCODE Basic,2,2
KIF24,ENSG00000186638.17,GENCODE Comprehensive,3,3
KIF24,ENSG00000186638.17,GENCODE Primary,2,2
KIF24,ENSG00000186638.17,Protein Coding (contains an ORF),3,3
KIF25,ENSG00000125337.21,GENCODE Basic,3,3
KIF25,ENSG00000125337.21,GENCODE Comprehensive,8,8
KIF25,ENSG00000125337.21,GENCODE Primary,3,3
KIF25,ENSG00000125337.21,Protein Coding (contains an ORF),3,3
KIF26A,ENSG00000066735.16,GENCODE Basic,3,3
KIF26A,ENSG00000066735.16,GENCODE Comprehensive,3,3
KIF26A,ENSG00000066735.16,GENCODE Primary,3,3
KIF26A,ENSG00000066735.16,Protein Coding (contains an ORF),3,3
KIF26B,ENSG00000162849.16,GENCODE Basic,2,2
KIF26B,ENSG00000162849.16,GENCODE Comprehensive,4,4
KIF26B,ENSG00000162849.16,GENCODE Primary,2,2
KIF26B,ENSG00000162849.16,Protein Coding (contains an ORF),2,2
KIF27,ENSG00000165115.15,GENCODE Basic,3,3
KIF27,ENSG00000165115.15,GENCODE Comprehensive,4,4
KIF27,ENSG00000165115.15,GENCODE Primary,3,3
KIF27,ENSG00000165115.15,Protein Coding (contains an ORF),3,3
KIF2A,ENSG00000068796.19,GENCODE Basic,6,6
KIF2A,ENSG00000068796.19,GENCODE Comprehensive,13,>10
KIF2A,ENSG00000068796.19,GENCODE Primary,2,2
KIF2A,ENSG00000068796.19,Protein Coding (contains an ORF),9,9
KIF2B,ENSG00000141200.8,GENCODE Basic,1,1
KIF2B,ENSG00000141200.8,GENCODE Comprehensive,1,1
KIF2B,ENSG00000141200.8,GENCODE Primary,1,1
KIF2B,ENSG00000141200.8,Protein Coding (contains an ORF),1,1
KIF2C,ENSG00000142945.13,GENCODE Basic,2,2
KIF2C,ENSG00000142945.13,GENCODE Comprehensive,7,7
KIF2C,ENSG00000142945.13,GENCODE Primary,1,1
KIF2C,ENSG00000142945.13,Protein Coding (contains an ORF),5,5
KIF3A,ENSG00000131437.16,GENCODE Basic,3,3
KIF3A,ENSG00000131437.16,GENCODE Comprehensive,7,7
KIF3A,ENSG00000131437.16,GENCODE Primary,3,3
KIF3A,ENSG00000131437.16,Protein Coding (contains an ORF),5,5
KIF3B,ENSG00000101350.8,GENCODE Basic,1,1
KIF3B,ENSG00000101350.8,GENCODE Comprehensive,1,1
KIF3B,ENSG00000101350.8,GENCODE Primary,1,1
KIF3B,ENSG00000101350.8,Protein Coding (contains an ORF),1,1
KIF3C,ENSG00000084731.15,GENCODE Basic,2,2
KIF3C,ENSG00000084731.15,GENCODE Comprehensive,5,5
KIF3C,ENSG00000084731.15,GENCODE Primary,2,2
KIF3C,ENSG00000084731.15,Protein Coding (contains an ORF),2,2
KIF4A,ENSG00000090889.12,GENCODE Basic,1,1
KIF4A,ENSG00000090889.12,GENCODE Comprehensive,2,2
KIF4A,ENSG00000090889.12,GENCODE Primary,1,1
KIF4A,ENSG00000090889.12,Protein Coding (contains an ORF),1,1
KIF4B,ENSG00000226650.6,GENCODE Basic,1,1
KIF4B,ENSG00000226650.6,GENCODE Comprehensive,1,1
KIF4B,ENSG00000226650.6,GENCODE Primary,1,1
KIF4B,ENSG00000226650.6,Protein Coding (contains an ORF),1,1
KIF5A,ENSG00000155980.13,GENCODE Basic,3,3
KIF5A,ENSG00000155980.13,GENCODE Comprehensive,21,>10
KIF5A,ENSG00000155980.13,GENCODE Primary,1,1
KIF5A,ENSG00000155980.13,Protein Coding (contains an ORF),12,>10
KIF5B,ENSG00000170759.11,GENCODE Basic,1,1
KIF5B,ENSG00000170759.11,GENCODE Comprehensive,2,2
KIF5B,ENSG00000170759.11,GENCODE Primary,1,1
KIF5B,ENSG00000170759.11,Protein Coding (contains an ORF),1,1
KIF5C,ENSG00000168280.18,GENCODE Basic,5,5
KIF5C,ENSG00000168280.18,GENCODE Comprehensive,26,>10
KIF5C,ENSG00000168280.18,GENCODE Primary,1,1
KIF5C,ENSG00000168280.18,Protein Coding (contains an ORF),5,5
